"INTC",116.875,"3/10/1999","4:01PM",+1.5625,116.9375,118.375,115.25,20059800
"LHSPF",28.3125,"3/10/1999","3:59PM",-0.4375,28.9375,28.9375,27.875,258700
"FDLNA",9.375,"3/10/1999","4:00PM",-0.25,9.5625,9.6875,9.25,1641600
"DIS",34.5,"3/10/1999","5:01PM",-0.1875,34.6875,35.0625,34.375,5576400
"ORCL",37.9375,"3/10/1999","4:01PM",-0.8125,39.625,39.625,36.9375,25317400
